subject_name,subject_code,subject_map,subject_type,relationship,pred_name,pred_code,pred_map,pred_type
Walbanga language,S54,NSW SI56-13,language term,broader term,Dhurga language,S53,NSW SI56-13,language term
Walbanga people,S54,NSW SI56-13,people term,use for,,S54,,people code
Walbanga people,S54,NSW SI56-13,people term,broader term,Yuin languages,S67,NSW SI56-13,people term
Walboram people,Y146,,people term,use for,,Y146,,people code
Waldja (Gugu-) language,Y98,Qld SE55-01,language term,use,Gugu Waldja / Wulpura language,Y98,Qld SE55-01,language term
Waldja (Gugu-) people,Y98,Qld SE55-01,people term,use,Gugu Waldja / Wulpura people,Y98,Qld SE55-01,people term
Walgal / Walgalu language,S47,NSW SI55-16,language term,use for,,S47,,language code
Walgal / Walgalu language,S47,NSW SI55-16,language term,broader term,Ngarigu / Ngarigo language,S46,NSW SJ55-04,language term
Walgalu / Walgal people,S47,NSW SI55-16,people term,use for,,S47,,people code
Walgalu / Walgal people,S47,NSW SI55-16,people term,broader term,Ngarigu / Ngarigo people,S46,NSW SJ55-04,people term
Walgi language,K11,WA SE 52-06,language term,use for,,K11,,language code
Walgi language,K11,WA SE 52-06,language term,broader term,Kijic language group,,,language term
Walgi people,K11,WA SE52-06,people term,use for,,K11,,people code
Walgi people,K11,WA SE52-06,people term,broader term,Kija / Gidja people,K20,WA SE52-06,people term
Waljen language,A11,WA SH51-06,language term,use for,,A11,,language code
Waljen language,A11,WA SH51-06,language term,broader term,Western Desert languages,,,language term
Waljen people,A11,WA SH51-06,people term,use for,,A11,,people code
Waljen people,A11,WA SH51-06,people term,broader term,Wadiwangga people,A39.1,WA SG50-03,people term
Walmajarri / Walmatjarri language,A66,WA SE51-16,language term,use for,,A66,,language code
Walmajarri / Walmatjarri language,A66,WA SE51-16,language term,broader term,Ngumbin languages,,,language term
Walmajarri / Walmatjarri people,A66,WA SE51-16,people term,use for,,A66,,people code
Walmala Warlpiri people,C15,NT SF52-08,people term,broader term,Warlpiri people,C15,NT SF52-04,people term
Walmbarddha / Bakanambia people,Y147,Qld SD55-09,people term,use for,Bakanambia people,Y147,Qld SD55-09,people term
Walmbarddha / Bakanambia people,Y147,Qld SD55-09,people term,use for,,Y147,,people code
Walmbaria / Gambilmugu language,Y61,Qld SD55-09,language term,use for,Gambilmugu language,Y61,Qld SD55-09,language term
Walmbaria / Gambilmugu language,Y61,Qld SD55-09,language term,use for,,Y61,,language code
Walmbaria / Gambilmugu language,Y61,Qld SD55-09,language term,broader term,Flinders Island language,Y67,Qld SD55-09,language term
Walmbaria / Gambilmugu people,Y61,Qld SD55-09,people term,use for,Gambilmugu people,Y61,Qld SD55-09,people term
Walmbaria / Gambilmugu people,Y61,Qld SD55-09,people term,use for,,Y61,,people code
Walu language,N152,NT SD53-16,language term,use for,,N152,,language code
Walu language,N152,NT SD53-16,language term,broader term,Anindilyakwa language family,,,language term
Walu people,N152,NT SD53-16,people term,use for,,N152,,people code
Walu people,N152,NT SD53-16,people term,broader term,Yanyuwa / Yanuwa people,N153,NT SE53-04,people term
Wamba Wamba language,D1,"Vic, NSW SI54-16",language term,use,Wemba Wemba / Wamba Wamba language,D1,"Vic, NSW SI54-16",language term
Wamba Wamba people,D1,"Vic, NSW SI54-16",people term,use,Wemba Wemba / Wamba Wamba people,D1,"Vic, NSW SI54-16",people term
Wambaya / Wampaya language,C19,NT SE53-11,language term,use for,,C19,,language code
Wambaya / Wampaya language,C19,NT SE53-11,language term,use for,Wambaya language,C19,NT SE53-11,language term
Wambaya / Wampaya language,C19,NT SE53-11,language term,broader term,Wambayan language group,,,language term
Wambaya language,C19,NT SE53-11,language term,use,Wambaya / Wampaya language,C19,NT SE53-11,language term
Wambaya people,C19,NT SE53-11,people term,use,Wampaya / Wambaya people,C19,NT SE53-11,people term
Wambayan language group,,,language term,broader term,Djingili-Wambayan language family,,,language term
Wambayan language group,,,language term,narrower term,Gurdanji / Kurdanji / Gudanji language,C26,NT SE53-07,language term
Wambayan language group,,,language term,narrower term,Wambaya / Wampaya language,C19,NT SE53-11,language term
Wamin language,Y132,Qld SE55-09,language term,use,Agwamin language,Y132,Qld SE55-09,language term
Wamin people,Y132,Qld SE55-09,people term,use,Agwamin people,Y132,Qld SE55-09,people term
Wampaya / Wambaya people,C19,NT SE53-11,people term,use for,,C19,,people code
Wampaya / Wambaya people,C19,NT SE53-11,people term,use for,Wambaya people,C19,NT SE53-11,people term
Wanadjara language,A32,WA SG51-10,language term,use,Nakako / Wanadjara language,A32,WA SG51-10,language term
Wanadjara people,A32,WA SG51-10,people term,use,Nakako / Wanadjara people,A32,WA SG51-10,people term
Wanamara language,G16.1,Qld SF54-07,language term,use for,,G16.1,,language code
Wanamara language,G16.1,Qld SF54-07,language term,use for,Wunumara language,G16.1,Qld SF54-07,language term
Wanamara language,G16.1,Qld SF54-07,language term,broader term,Mayapic languages,,,language term
Wanamara people,G16.1,Qld SF54-07,people term,use for,,G16.1,,people code
Wanamara people,G16.1,Qld SF54-07,people term,use for,Wunumara people,G16.1,Qld SF54-07,people term
Wanaruwa language,S63,NSW SI56-01,language term,use,Wonnarua / Wanaruah language,S63,NSW SI56-01,language term
Wanaruwa people,S63,NSW SI56-01,people term,use,Wonnarua / Wanaruah people,S63,NSW SI56-01,people term
Wandandian / Dharamba people,S55,NSW SI56-13,people term,use for,Dharamba people,S55,NSW SI56-13,people term
Wandandian / Dharamba people,S55,NSW SI56-13,people term,use for,,S55,,people code
Wandandian / Dharamba people,S55,NSW SI56-13,people term,broader term,Yuin languages,S67,NSW SI56-13,people term
Wandandian language,S55,NSW SI56-13,language term,use for,,S55,,language code
Wandandian language,S55,NSW SI56-13,language term,broader term,Dhurga language,S53,NSW SI56-13,language term
Wandjiwalgu language,D21,NSW SH54-12,language term,use for,,D21,,language code
Wandjiwalgu language,D21,NSW SH54-12,language term,use for,Wandyiwalgu language,D21,NSW SH54-12,language term
Wandjiwalgu language,D21,NSW SH54-12,language term,use for,Wanyiwarlku language,D21,NSW SH54-12,language term
Wandjiwalgu language,D21,NSW SH54-12,language term,broader term,Paakantjic language group,,,language term
Wandjiwalgu people,D21,NSW SH54-12,people term,use for,,D21,,people code
Wandjiwalgu people,D21,NSW SH54-12,people term,use for,Wandyiwalgu people,D21,NSW SH54-12,people term
Wandjiwalgu people,D21,NSW SH54-12,people term,use for,Wanyiwarlku people,D21,NSW SH54-12,people term
Wandyira language,K21,NT SE52-11,language term,use,Wanyjirra language,K21,NT SE52-11,language term
Wandyira people,K21,NT SE52-11,people term,use,Wanyjirra people,K21,NT SE52-11,people term
Wandyiwalgu language,D21,NSW SH54-12,language term,use,Wandjiwalgu language,D21,NSW SH54-12,language term
Wandyiwalgu people,D21,NSW SH54-12,people term,use,Wandjiwalgu people,D21,NSW SH54-12,people term
Waneiga Warlpiri people,C15,NT SF52-04,people term,use for,"Warlpiri people, Waneiga",C15,NT SF52-04,people term
Waneiga Warlpiri people,C15,NT SF52-04,people term,broader term,Warlpiri people,C15,NT SF52-04,people term
Wangaaybuwan / Wongaibon people,D18,NSW SI55-02,people term,use for,,D18,,people code
Wangaaybuwan / Wongaibon people,D18,NSW SI55-02,people term,use for,Wongaibon people,D18,NSW SI55-02,people term
Wangaaybuwan / Wongaibon people,D18,NSW SI55-02,people term,RT,Ngiyampaa / Ngemba people,D22,NSW SH55-10,people term
Wangaaybuwan language,D18,NSW SI55-02,language term,use,Ngiyampaa / Wangaaybuwan / Wongaibon language,D18,NSW SI55-02,language term
Wangan language,E47,Qld SF55-11,language term,use for,,E47,,language code
Wangan language,E47,Qld SF55-11,language term,use for,Wankan language,E47,Qld SF55-11,language term
Wangan language,E47,Qld SF55-11,language term,broader term,Maric language group,,,language term
Wangan people,E47,Qld SF55-11,people term,use for,,E47,,people code
Wangan people,E47,Qld SF55-11,people term,use for,Wankan people,E47,Qld SF55-11,people term
Wangerriburra people,E17,Qld SG56-15,people term,use,Yugambeh / Yugumbir people,E17,Qld SG56-15,people term
Wanggadyara language,G5,Qld SF54-09,language term,use for,,G5,,language code
Wanggadyara language,G5,Qld SF54-09,language term,use for,Wangka-Yutjurru language,G5,Qld SF54-09,language term
Wanggadyara language,G5,Qld SF54-09,language term,broader term,Karnic language group,,,language term
Wanggadyara people,G5,Qld SF54-09,people term,use for,,G5,,people code
Wanggadyara people,G5,Qld SF54-09,people term,use for,Rangwa people,G5,Qld SF54-09,people term
Wanggadyara people,G5,Qld SF54-09,people term,use for,Rungarungawa people,G5,Qld SF54-09,people term
Wanggamala language,C9,Qld SG54-05,language term,use for,,C9,,language code
Wanggamala people,C9,Qld SG54-05,people term,use for,,C9,,people code
Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term,use for,,G1,,language code
Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term,use for,Wangkamana language,G1,Qld SG53-04,language term
Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term,use for,Wankamadla language,G1,Qld SG53-04,language term
Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term,broader term,Karnic language group,,,language term
Wanggangurru language,L27,SA SG53-12,language term,use,Wangkangurru / Wangganguru language,L27,SA SG53-12,language term
Wanggangurru people,L27,SA SG53-12,people term,use,Wangkangurru / Wangganguru people,L27,SA SG53-12,people term
Wanggara language,Y101,Qld SE54-03,language term,use,Oykangand language,Y101,Qld SE54-03,language term
Wanggara people,Y101,Qld SE54-03,people term,use,Oykangand people,Y101,Qld SE54-03,people term
Wanggumara language,L25,Qld SG54-15,language term,use,Wangkumara / Wanggumara language,L25,Qld SG54-15,language term
Wanggumara people,L25,Qld SG54-15,people term,use,Wangkumara / Wanggumara people,L25,Qld SG54-15,people term
Wangkajunga / Wangkatjungka language,,WA SF51-08,language term,use for,Wangkatjungka language,,WA SF51-08,language term
Wangkajunga / Wangkatjungka language,,WA SF51-08,language term,broader term,Western Desert languages,,,language term
Wangkajunga / Wangkatjungka people,,WA SF51-08,people term,use for,Wangkajunga people,,WA SF51-08,people term
Wangkajunga / Wangkatjungka people,,WA SF51-08,people term,broader term,Western Desert people,,,people term
Wangkajunga people,,WA SF51-08,people term,use,Wangkajunga / Wangkatjungka people,,WA SF51-08,people term
Wangkamana / Wankamadla people,G1,Qld SG53-04,people term,use for,,G1,,people code
Wangkamana / Wankamadla people,G1,Qld SG53-04,people term,use for,Wankamadla people,G1,Qld SG53-04,people term
Wangkamana / Wankamadla people,G1,Qld SG53-04,people term,narrower term,Ulaolinya / Lanima people,G2,Qld SF54-13,people term
Wangkamana language,G1,Qld SG53-04,language term,use,Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term
Wangkangurru / Wangganguru language,L27,SA SG53-12,language term,use for,,L27,,language code
Wangkangurru / Wangganguru language,L27,SA SG53-12,language term,use for,Wanggangurru language,L27,SA SG53-12,language term
Wangkangurru / Wangganguru language,L27,SA SG53-12,language term,broader term,Arabana / Wangkangurru languages,,,language term
Wangkangurru / Wangganguru people,L27,SA SG53-12,people term,use for,,L27,,people code
Wangkangurru / Wangganguru people,L27,SA SG53-12,people term,use for,Wanggangurru people,L27,SA SG53-12,people term
Wangkangurru languages,,,language group term,use,Arabana / Wangkangurru languages,,,language term
Wangkatha / Wangkathaa people,A12,WA SH51-06,people term,use for,Wangkathaa people,A12,WA SH51-06,people term
Wangkatha / Wangkathaa people,A12,WA SH51-06,people term,use for,Wangkatja people,A12,WA SH51-06,people term
Wangkatha / Wangkathaa people,A12,WA SH51-06,people term,broader term,Western Desert people,,,people term
Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term,use for,,A12,,language code
Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term,use for,Pindiini language,A12,WA SH52-05,language term
Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term,use for,Wangkathaa language,A12,WA SH52-05,language term
Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term,use for,Wongatha language,A12,WA SH52-05,language term
Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term,broader term,Western Desert languages,,,language term
Wangkathaa language,A12,WA SH52-05,language term,use,Wangkatha / Wongatha / Wangkathaa language,A12,WA SH52-05,language term
Wangkathaa people,A12,WA SH51-06,people term,use,Wangkatha / Wangkathaa people,A12,WA SH51-06,people term
Wangkatja people,A12,WA SH51-06,people term,use,Wangkatha / Wangkathaa people,A12,WA SH51-06,people term
Wangkatjungka language,,WA SF51-08,language term,use,Wangkajunga / Wangkatjungka language,,WA SF51-08,language term
Wangkatjungka people,,WA SF51-08,people term,narrower term,Wardal people,A19,WA SG50-15,people term
Wangka-Yutjurru language,G5,Qld SF54-09,language term,use,Wanggadyara language,G5,Qld SF54-09,language term
Wangkumara / Wanggumara language,L25,Qld SG54-15,language term,use for,,L25,,language code
Wangkumara / Wanggumara language,L25,Qld SG54-15,language term,use for,Wanggumara language,L25,Qld SG54-15,language term
Wangkumara / Wanggumara language,L25,Qld SG54-15,language term,broader term,Wangkumara language group,,,language term
Wangkumara / Wanggumara people,L25,Qld SG54-15,people term,use for,,L25,,people code
Wangkumara / Wanggumara people,L25,Qld SG54-15,people term,use for,Wanggumara people,L25,Qld SG54-15,people term
Wangkumara language group,,,language term,broader term,Pama-Nyungan language family,,,language term
Wangkumara language group,,,language term,narrower term,Bundhamara language,L26,Qld SG54-16,language term
Wangkumara language group,,,language term,narrower term,Diraila / Dhiraila language,L19,Qld SH54-03,language term
Wangkumara language group,,,language term,narrower term,Garanggaba language,L15,NSW SH54-08,language term
Wangkumara language group,,,language term,narrower term,Garendala language,L29,Qld SG54-12,language term
Wangkumara language group,,,language term,narrower term,Malyangapa / Malyangaba language,L8,NSW SH54-11,language term
Wangkumara language group,,,language term,narrower term,Mamwura / Mambangura language,L20,Qld SH54-04,language term
Wangkumara language group,,,language term,narrower term,Ngandangara language,L30,Qld SG54-12,language term
Wangkumara language group,,,language term,narrower term,Wadigali language,L12,NSW SH54-07,language term
Wangkumara language group,,,language term,narrower term,Wangkumara / Wanggumara language,L25,Qld SG54-15,language term
Wangurri language,N134,NT SD53-03,language term,use for,,N134,,language code
Wangurri language,N134,NT SD53-03,language term,broader term,Dhangu language group,,,language term
Wangurri people,N134,NT SD53-03,people term,use for,,N134,,people code
Wangurri people,N134,NT SD53-03,people term,broader term,Yirritja moiety,N116,NT SD53-03,people term
Wankamadla language,G1,Qld SG53-04,language term,use,Wanggamanha / Wangkamana / Wankamadla language,G1,Qld SG53-04,language term
Wankamadla people,G1,Qld SG53-04,people term,use,Wangkamana / Wankamadla people,G1,Qld SG53-04,people term
